"group","count","prop","hh.type","typology","code","country","year","subregions","regions"
"old_female",3702189,0.140864453421886,"two gen","inter",840,"UnitedStates",2000,"NAM","AM"
"old_female",1735264,0.0660249962664455,"three+ gen","inter",840,"UnitedStates",2000,"NAM","AM"
"old_female",551435,0.020981530081986,"skipped","inter",840,"UnitedStates",2000,"NAM","AM"
"old_male",3630759,0.186276048953578,"single","inter",840,"UnitedStates",2000,"NAM","AM"
"old_male",11831487,0.60701430516474,"one gen","inter",840,"UnitedStates",2000,"NAM","AM"
"old_male",2777242,0.142486369034115,"two gen","inter",840,"UnitedStates",2000,"NAM","AM"
"old_male",932513,0.0478425687956287,"three+ gen","inter",840,"UnitedStates",2000,"NAM","AM"
"old_male",319281,0.0163807080519383,"skipped","inter",840,"UnitedStates",2000,"NAM","AM"
"total",34998368,0.124362628686055,"single","inter",840,"UnitedStates",2000,"NAM","AM"
"total",63443811,0.225440200806543,"one gen","inter",840,"UnitedStates",2000,"NAM","AM"
"total",159030679,0.56509701487133,"two gen","inter",840,"UnitedStates",2000,"NAM","AM"
"total",21015481,0.0746760666172163,"three+ gen","inter",840,"UnitedStates",2000,"NAM","AM"
"total",2933567,0.0104240890188556,"skipped","inter",840,"UnitedStates",2000,"NAM","AM"
"young_female",8853776,0.0754952014482757,"single","inter",840,"UnitedStates",2000,"NAM","AM"
"young_female",20607990,0.175722127654241,"one gen","inter",840,"UnitedStates",2000,"NAM","AM"
"young_female",76797001,0.6548398176234,"two gen","inter",840,"UnitedStates",2000,"NAM","AM"
"young_female",9956706,0.08489976765069,"three+ gen","inter",840,"UnitedStates",2000,"NAM","AM"
"young_female",1060537,0.00904308562339391,"skipped","inter",840,"UnitedStates",2000,"NAM","AM"
"young_male",12424217,0.104958475683525,"single","inter",840,"UnitedStates",2000,"NAM","AM"
"young_male",20800913,0.17572392057428,"one gen","inter",840,"UnitedStates",2000,"NAM","AM"
"young_male",75754247,0.639963894036402,"two gen","inter",840,"UnitedStates",2000,"NAM","AM"
"young_male",8390998,0.0708862666793013,"three+ gen","inter",840,"UnitedStates",2000,"NAM","AM"
"young_male",1002314,0.00846744302649068,"skipped","inter",840,"UnitedStates",2000,"NAM","AM"
"old_female",10089616,0.383899428980183,"single","un",840,"UnitedStates",2000,"NAM","AM"
"old_female",11747269,0.446971407155298,"nuclear","un",840,"UnitedStates",2000,"NAM","AM"
"old_female",734721,0.0279553723709355,"complex","un",840,"UnitedStates",2000,"NAM","AM"
"old_female",3710319,0.141173791493584,"extended","un",840,"UnitedStates",2000,"NAM","AM"
"old_male",3630759,0.186276048953578,"single","un",840,"UnitedStates",2000,"NAM","AM"
"old_male",13283080,0.681488267421302,"nuclear","un",840,"UnitedStates",2000,"NAM","AM"
"old_male",634922,0.0325746659455237,"complex","un",840,"UnitedStates",2000,"NAM","AM"
"old_male",1942521,0.0996610176795965,"extended","un",840,"UnitedStates",2000,"NAM","AM"
"young_female",8853776,0.0754952014482757,"single","un",840,"UnitedStates",2000,"NAM","AM"
"young_female",83694057,0.713650276812794,"nuclear","un",840,"UnitedStates",2000,"NAM","AM"
"young_female",8905942,0.0759400153535237,"complex","un",840,"UnitedStates",2000,"NAM","AM"
"young_female",15822235,0.134914506385407,"extended","un",840,"UnitedStates",2000,"NAM","AM"
"young_male",12424217,0.104958475683525,"single","un",840,"UnitedStates",2000,"NAM","AM"
"young_male",80672591,0.681513545747026,"nuclear","un",840,"UnitedStates",2000,"NAM","AM"
"young_male",10649540,0.0899661914413383,"complex","un",840,"UnitedStates",2000,"NAM","AM"
"young_male",14626341,0.12356178712811,"extended","un",840,"UnitedStates",2000,"NAM","AM"
"total",34998368,0.124362628686055,"single","un",840,"UnitedStates",2000,"NAM","AM"
"total",189396997,0.673000192813704,"nuclear","un",840,"UnitedStates",2000,"NAM","AM"
"total",20925125,0.0743549970839868,"complex","un",840,"UnitedStates",2000,"NAM","AM"
"total",36101416,0.128282181416254,"extended","un",840,"UnitedStates",2000,"NAM","AM"
